aid	title_google	title_onlinedoc	title_deepl
127163	"Real closes - works council: ""Handling employees a mess"" "	"Real closes - works council: ""Dealing with employees a mess"""	"Real closes - Works council: ""Dealing with employees a mess""."
127165	CDU boss Petersson sour over indiscretion 	CDU boss Petersson angry about indiscretion	CDU leader Petersson angry about indiscretion
127166	Bookstore R² concludes at the end of March - sale 	Bookstore R² closes at the end of March - sale	Bookstore R² closes at the end of March - sale
127167	Federal Government wants to contain food waste 	Federal government wants to curb food waste	Federal government wants to curb food waste
127168	"Town Hall collects citizen ideas for the project ""Merkur"" "	"Town hall collects citizens' ideas for the ""Merkur"" project"	"City Hall collects citizen ideas for the project ""Merkur"
127169	Trump announces space forces 	Trump announces space forces	Trump announces space forces
127170	Is a copy of the vehicle registration sufficient? 	Is a copy of the vehicle registration sufficient?	Is a copy of the vehicle registration document sufficient?
127171	Survey: Household aid often little recognized 	Survey: Domestic help is often poorly recognized	Survey: domestic help often little recognized
127172	Trump wants roses to the new Vice Minister of Justice 	Trump wants to choose Rosen as the new Vice Minister of Justice	Trump to pick Rosen as new deputy attorney general
127173	Klopp Rüffel Kovac on the sideline 	Klopp shouts at Kovac on the sidelines	Klopp reprimands Kovac on the sidelines
127174	Wiehler customers are annoyed about retreat from city center 	Wiehler customers are annoyed about withdrawing from the city center	Wiehl customers angry about withdrawal from city center
127175	"Cat Choupette remains ""a rich girl"" - letter to Follower "	"Cat Choupette remains ""a rich girl"" - letter to followers"	"Cat Choupette remains ""a rich girl"" - letter to followers"
127176	0: 0 awakens great hope: Ripe Bayern performance in Liverpool 	0-0 arouses great hope: Bayern's mature performance in Liverpool	0:0 raises high hopes: Mature Bayern performance in Liverpool
127177	Railway builds up to 800 places at the same time 	Bahn is building in up to 800 locations at the same time	Railroad builds at up to 800 sites simultaneously
127178	Judgment on special status of church expected as an employer 	Judgment on special status awaited by the church as an employer	Ruling expected on special status of church as employer
127179	Deadly accident: driver crash against house wall 	Fatal accident: driver crashes into the house wall	Fatal accident: driver crashes into house wall
127180	28-year-old overflows on Wipperfürther Straße 	28-year-old overturns on Wipperfürther Straße	28-year-old woman overturns on Wipperfürther Straße
127181	Dua Lipa and George Ezra with opportunities on Brit Awards 	Dua Lipa and George Ezra with odds of Brit Awards	Dua Lipa and George Ezra with chances at Brit Awards
127182	Actress makes garden bees friendly 	Actress makes garden bee-friendly	Actress makes garden bee friendly
127183	Draisaitl with two assists on another Edmonton bankruptcy 	Draisaitl with two assists in another Edmonton bankruptcy	Draisaitl with two assists in another Edmonton loss
127184	City of Bonn equips old diesel buses 	City of Bonn retrofits old diesel buses	City of Bonn converts old diesel buses
127185	"""Ohs in front of the mountain"": swirl around Klopp handshake with Kovac "	“Ochs vor dem Berg”: Fuss about Klopp's handshake with Kovac	"""Ox before the mountain"": Fuss about Klopp handshake with Kovac"
127186	24-year-old asylum seeker rolled out of car and killed 	24-year-old asylum seeker hit by car and killed	24-year-old asylum seeker run over by car and killed
127187	Cooperative in Marialinden before the foundation 	Cooperative in Marialinden about to be founded	Cooperative in Marialinden before the foundation
127188	Jugendclub Kall-Sistig lacks a meeting place 	Kall-Sistig youth club lacks a meeting point	Youth club Kall-Sistig lacks a meeting place
127189	550 euros, if the bicycle parking is missing 	550 euros if there is no bicycle parking space	550 euros if the bicycle parking is missing
127190	"Brexit makes Ireen Sheer ""Fix and done"" "	"Brexit makes Ireen Sheer ""ready to go"""	"Brexit makes Ireen Sheer ""fixed and ready"""
127191	"Watzke relaxed despite Siegloss series: ""completely normal"" "	"Watzke relaxed despite winning streak: ""Completely normal"""	"Watzke relaxed despite winless streak: ""Completely normal""."
127192	Dispute at the airport: Grönemeyer says in court 	Dispute at the airport: Grönemeyer testifies in court	Dispute at the airport: Grönemeyer testifies in court
127194	Dieter Bohlen irritates five-year-old with question about origin 	Dieter Bohlen irritates five-year-olds with questions about their origin	Dieter Bohlen irritates five-year-olds with question about origin
127195	Watzke does not worry about Siegloss series 	Watzke is not worried about winning streak	Watzke not worried about winless streak
127196	Germania bankruptcy: Airport Münster / Osnabrück fills gap 	Germania bankruptcy: Münster / Osnabrück airport fills the gap	Germania bankruptcy: Münster/Osnabrück Airport fills gap
127197	Schalke's U19 coach compares Sané with Messi and Ronaldo 	Schalke's U19 coach compares Sané with Messi and Ronaldo	Schalke's U19 coach compares Sané with Messi and Ronaldo
127198	Oscar ceremony: ballots are counted 	Academy Awards: Ballot papers are counted	Oscars: ballots are counted
127199	Holt Florian Henckel from Donnersmarrck in Hollywood Gold? 	Will Florian Henckel von Donnersmarck win gold in Hollywood?	Does Florian Henckel von Donnersmarck strike gold in Hollywood?
127200	Next round in Brexit drama: May comes back to Brussels 	Next round in the Brexit drama: May is coming back to Brussels	Next round in the Brexit drama: May comes to Brussels again
127201	Lady Gaga and her friend allegedly engage engagement 	Lady Gaga and her boyfriend allegedly break off engagement	Lady Gaga and her boyfriend reportedly break engagement
127202	One month break for Khedira due to heart problems 	One month break for Khedira because of heart problems	One month break for Khedira due to heart problems
127203	Fire in the building Turkish community: high damage 	Fire in the Turkish community building: high damage	Fire in the building Turkish community: high damage
127204	Abusefall Lügde: County Hameln clears mistakes 	Lügde abuse case: Hameln district admits errors	Lügde abuse case: Hamelin district admits mistakes
127205	"Niki Lauda on the way to improvement: ""Fight like a lion"" "	"Niki Lauda on the mend: ""Fight like a lion"""	"Niki Lauda on the road to recovery: ""Fights like a lion""."
127206	Too little family doctors - So wants to help NRW rural regions 	Too few general practitioners - this is how NRW wants to help rural regions	Too few family doctors - This is how NRW wants to help rural regions
127207	Building money fires real estate prices 	Baukindergeld continues to fuel real estate prices	Building subsidy further fires up real estate prices
127208	Infant skeleton discovered in flowerpot 	Infant skeleton discovered in flower pot	Infant skeleton discovered in flower pot
127209	Cologne cathedral truce condemned by fast method 	Criminal offenders from Cologne Domplatte sentenced by express trial	Perpetrators of violence on Cologne's Domplatte sentenced in summary proceedings
127210	Lashing wants to negotiate with RWE quickly after coal compromise 	Laschet wants to negotiate quickly with RWE after the coal compromise	Laschet wants to negotiate quickly with RWE after coal compromise
127211	"Kühne criticizes ARP change: ""Krasse wrong decision"" "	"Kühne criticizes Arp change: ""Blatantly wrong decision"""	"Kuehne criticizes Arp switch: ""Crass mistake""."
127212	Fresenius suffers from weaknesses in clinics 	Fresenius suffers from weaknesses in clinics	Fresenius suffers from weaknesses at clinics
127213	How much violence was there really in the Hambacher forest? 	How much violence was there really in the Hambach Forest?	How much violence was there really in Hambach Forest?
127214	Nagelsmann: Rangnick One reason for change to RB Leipzig 	Nagelsmann: Rangnick a reason for switching to RB Leipzig	Nagelsmann: Rangnick a reason for move to RB Leipzig
127215	Two days crated: Neymar reacts after injury emotional 	Cried for two days: Neymar reacts emotionally after being injured	Two days cried: Neymar reacts emotionally after injury
127216	"""Gorch Fock"" yard is prior to insolvency "	“Gorch Fock” shipyard is facing bankruptcy	"""Gorch Fock"" shipyard faces insolvency"
127217	Problems with landlords - a company in focus 	Problems with landlords - one company in focus	Problems with landlords - a company in focus
127218	Telefónica makes less loss 	Telefónica makes less loss	Telefónica makes less loss
127219	KEC operates reparation 	KEC is making amends	KEC makes amends
127221	"Reschke admits errors: ""Situation dramatic"" "	"Reschke admits mistakes: ""The situation is dramatic"""	"Reschke admits mistakes: ""Situation dramatic""."
127222	A tour for the 103-year-old Friederike Kessler by Cologne 	A tour for the 103-year-old Friederike Kessler through Cologne	A tour of Cologne for 103-year-old Friederike Kessler
